"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1217","RT @Sanju_Verma_: #SBI to pick 49% stake in #YesBank for just Rs 2450 Cr

48 hours back,49% stake would have cost Rs11760 Cr---Great for SB…",FALSE,0,NA,2020-03-07 17:44:58,FALSE,NA,"1236347118895464448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","angadi_ashok",309,TRUE,FALSE,NA,NA
"1218","RT @buddha2019: If the bjp government continues for 

10 more years then they will convert 

all banks into Gaushala<U+0001F914>

#YesBankCollapse
#Ye…",FALSE,0,NA,2020-03-07 17:44:42,FALSE,NA,"1236347052524597248",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RosyGracious",12,TRUE,FALSE,NA,NA
"1219","RT @the_hindu: The State Bank of India said that the new board of #YesBank will have a CEO and MD, non-executive chairman and non-executive…",FALSE,0,NA,2020-03-07 17:44:41,FALSE,NA,"1236347049781542912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Praveenrajsin11",9,TRUE,FALSE,NA,NA
"1220","RT @Sanju_Verma_: #LoanBook grew solidly,but so did #DepositBook,so it is silly to blame Loan growth for #YesBank's problems

Deposit Book…",FALSE,0,NA,2020-03-07 17:44:34,FALSE,NA,"1236347022321397761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AvengersFan2908",201,TRUE,FALSE,NA,NA
"1221","RT @Sanju_Verma_: BIG--Look out circular issued against #RanaKapoor&amp;his wife #BinduKapoor,to prevent them from leaving the country

ED,unra…",FALSE,0,NA,2020-03-07 17:44:33,FALSE,NA,"1236347017707700224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ashokramsingh",505,TRUE,FALSE,NA,NA
"1222","RT @Sanju_Verma_: #YesBank was set up in 2003-04,with @INCIndia making regular phone calls to bankers like #RanaKapoor,to give loans to #Co…",FALSE,0,NA,2020-03-07 17:44:29,FALSE,NA,"1236346997474332673",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","paramanand_3",3890,TRUE,FALSE,NA,NA
"1223","RBI. They really need to understand the fintech space and how not operates before Greg spring such YesBank surprise… https://t.co/KCgr61obus",FALSE,0,NA,2020-03-07 17:44:28,TRUE,NA,"1236346993347162113",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kaykayv2",0,FALSE,FALSE,NA,NA
"1224","RT @GoNews_India: .@INCindia leader @itariqanwar says the #YesBankcrisis shows Govt's financial mismanagement and if the @RBI had monitored…",FALSE,0,NA,2020-03-07 17:44:28,FALSE,NA,"1236346993334611969",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maanishpaswan",6,TRUE,FALSE,NA,NA
"1225","RT @sanjeev_goyal: Adani Closed his accounts with YES bank last month.
Gujrat Govt bodies took out thier money from #YesBank just 2 days ag…",FALSE,0,NA,2020-03-07 17:44:25,FALSE,NA,"1236346981557112833",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","highmettle",1328,TRUE,FALSE,NA,NA
"1226","@YESBANK @Turbotron555 No staff responding or no cash provide in branch Dharuhera",FALSE,0,"YESBANK",2020-03-07 17:44:24,FALSE,"1236340507128877057","1236346977971044352","41994925","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NareshK40164460",0,FALSE,FALSE,NA,NA
"1227","RT @PMNehru: Before anyone blames me, I would like to clarify that #YesBank was established in 2004. https://t.co/qV2w1QiMtf",FALSE,0,NA,2020-03-07 17:44:22,FALSE,NA,"1236346971620806656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NotYourYasha",4498,TRUE,FALSE,NA,NA
"1228","RT @pbhushan1: Anil Ambani (of Rafale fame) &amp; Subhash Chandra (of Sudhir Chowdhury fame) were among the biggest dubious groups to whom larg…",FALSE,0,NA,2020-03-07 17:44:18,FALSE,NA,"1236346951697715200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ghulam439",1750,TRUE,FALSE,NA,NA
"1229","RT @ManiSan52335150: Yes Bank's willful defaulters

Adani Group - 14,730 crore
Ambani Group - 14,330 crore
Vedanta Group - 11,000 crore abo…",FALSE,0,NA,2020-03-07 17:44:17,FALSE,NA,"1236346949181132801",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iqbal945",872,TRUE,FALSE,NA,NA
"1230","RT @ManiSan52335150: Yes Bank's willful defaulters

Adani Group - 14,730 crore
Ambani Group - 14,330 crore
Vedanta Group - 11,000 crore abo…",FALSE,0,NA,2020-03-07 17:44:14,FALSE,NA,"1236346934748573696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mathan_raj_s",872,TRUE,FALSE,NA,NA
"1231","RT @pbhushan1: Anil Ambani (of Rafale fame) &amp; Subhash Chandra (of Sudhir Chowdhury fame) were among the biggest dubious groups to whom larg…",FALSE,0,NA,2020-03-07 17:44:10,FALSE,NA,"1236346920282382336",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","gauravsinghai86",1750,TRUE,FALSE,NA,NA
"1232","RT @JayasreeVijayan: ""History will be kind to me"" said a prime minister 

Under his PM ship  there were NO 

* Hindu Muslim riots 
* Econom…",FALSE,0,NA,2020-03-07 17:44:08,FALSE,NA,"1236346912241905664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rahulsidhu",1231,TRUE,FALSE,NA,NA
"1233","RT @IndiaToday: Customers question govt's plan to rescue #YesBank. Hear out what customers in #Bengaluru have to say about the crisis. (@na…",FALSE,0,NA,2020-03-07 17:44:03,FALSE,NA,"1236346888724439040",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Prajyot_Mishra",6,TRUE,FALSE,NA,NA
"1234","RT @mesunainah: India's Fool #3 Spotted!
Sircar you gottu learn Banking &amp; Finance. Open @YESBANK history since inception, how many red flag…",FALSE,0,NA,2020-03-07 17:44:01,FALSE,NA,"1236346882625957888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RahulSh58171051",8,TRUE,FALSE,NA,NA
"1235","RT @pbhushan1: As RBI places limit on withdrawal of 50k on #YesBank, which also can't be withdrawn by most people, we need to find out who…",FALSE,0,NA,2020-03-07 17:44:00,FALSE,NA,"1236346878649724928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vEq2n4NA3sszUta",820,TRUE,FALSE,NA,NA
"1236","RT @pbhushan1: Anil Ambani (of Rafale fame) &amp; Subhash Chandra (of Sudhir Chowdhury fame) were among the biggest dubious groups to whom larg…",FALSE,0,NA,2020-03-07 17:43:58,FALSE,NA,"1236346867396546562",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yuskapasi",1750,TRUE,FALSE,NA,NA
"1237","RT @Sanju_Verma_: #SBI to pick 49% stake in #YesBank for just Rs 2450 Cr

48 hours back,49% stake would have cost Rs11760 Cr---Great for SB…",FALSE,0,NA,2020-03-07 17:43:53,FALSE,NA,"1236346850308833282",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Gautam898583",309,TRUE,FALSE,NA,NA
"1238","@sandipsabharwal @YESBANK Sir, very useful update. As you said If nifty comes to pre Corp tax cut levels finally I… https://t.co/ruhmrQ1VVG",FALSE,0,"sandipsabharwal",2020-03-07 17:43:50,TRUE,"1236299323152797696","1236346835687489536","85768153","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thecalvero",0,FALSE,FALSE,NA,NA
"1239","@mesunainah @YESBANK Yaar mostly indians are same like pappu .. they abusing and blaming to modi for #Yes_Bank crisis",FALSE,1,"mesunainah",2020-03-07 17:43:49,FALSE,"1236346381859606529","1236346831908429826","786624032665919488","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SinsClinic",0,FALSE,FALSE,NA,NA
"1240","RT @vaid_varun: It is submitted that @FinMinIndia &amp; @RBI attach all properties of @RanaKapoor_ &amp; all other beneficiaries of @YESBANK in lie…",FALSE,0,NA,2020-03-07 17:43:48,FALSE,NA,"1236346828150333441",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MMFA_IN",1,TRUE,FALSE,NA,NA
"1241","RT @safiranand: Can you believe this ad? #yesbank #ad https://t.co/mJuo8RZKs2",FALSE,0,NA,2020-03-07 17:43:47,FALSE,NA,"1236346823469608961",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ajay_Pokiya",76,TRUE,FALSE,NA,NA
"1242","RT @GoNews_India: .@INCindia leader @itariqanwar says the #YesBankcrisis shows Govt's financial mismanagement and if the @RBI had monitored…",FALSE,0,NA,2020-03-07 17:43:46,FALSE,NA,"1236346817131900929",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SubodhKPaswan",6,TRUE,FALSE,NA,NA
"1243","RT @boi_tiger: @udaykotak  Why don't you help YesBank in this situation. I heard you were advocating privatisation of PSU??  
Or next is yo…",FALSE,0,NA,2020-03-07 17:43:44,FALSE,NA,"1236346808919568385",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bankwali_didi",25,TRUE,FALSE,NA,NA
"1244","RT @Sanju_Verma_: BIG--Look out circular issued against #RanaKapoor&amp;his wife #BinduKapoor,to prevent them from leaving the country

ED,unra…",FALSE,0,NA,2020-03-07 17:43:41,FALSE,NA,"1236346799385968640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Shreyas_Shetty",505,TRUE,FALSE,NA,NA
"1245","RT @vinodkapri: Friends of Modi on #YesBank list https://t.co/pRcEgzq9oW",FALSE,0,NA,2020-03-07 17:43:38,FALSE,NA,"1236346786291146752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jiteshsinght",42,TRUE,FALSE,NA,NA
"1246","RT @monikahalan: It seems @YESBANK relationship managers sold AT1bonds to depositors saying FD like but higher return. Wonder if @RBI will…",FALSE,0,NA,2020-03-07 17:43:36,FALSE,NA,"1236346779047616512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AjinkyaGadge",9,TRUE,FALSE,NA,NA
"1247","RT @JayasreeVijayan: ""History will be kind to me"" said a prime minister 

Under his PM ship  there were NO 

* Hindu Muslim riots 
* Econom…",FALSE,0,NA,2020-03-07 17:43:36,FALSE,NA,"1236346776421990401",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hrushibhai",1231,TRUE,FALSE,NA,NA
"1248","RT @ManiSan52335150: Yes Bank's willful defaulters

Adani Group - 14,730 crore
Ambani Group - 14,330 crore
Vedanta Group - 11,000 crore abo…",FALSE,0,NA,2020-03-07 17:43:35,FALSE,NA,"1236346772416598017",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bankwali_didi",872,TRUE,FALSE,NA,NA
"1249","RT @malhijs: @IndianPrism @nsitharaman SBI will buy 49% stake in YesBank with depositors &amp; tax payers money to save investors.",FALSE,0,NA,2020-03-07 17:43:34,FALSE,NA,"1236346768935104513",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yadwas",2,TRUE,FALSE,NA,NA
"1250","RT @pbhushan1: Anil Ambani (of Rafale fame) &amp; Subhash Chandra (of Sudhir Chowdhury fame) were among the biggest dubious groups to whom larg…",FALSE,0,NA,2020-03-07 17:43:34,FALSE,NA,"1236346768813686784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","siraj2020",1750,TRUE,FALSE,NA,NA
"1251","@YESBANK @FinMinIndia @RBI Dear sir, though perhaps functional but the ATMs are perpetually dry since yesterday. Tried 5 atms.",FALSE,0,"YESBANK",2020-03-07 17:43:33,FALSE,"1235951315114696706","1236346763906187265","41994925","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","docabhishek1981",0,FALSE,FALSE,NA,NA
"1252","RT @pbhushan1: Anil Ambani (of Rafale fame) &amp; Subhash Chandra (of Sudhir Chowdhury fame) were among the biggest dubious groups to whom larg…",FALSE,0,NA,2020-03-07 17:43:27,FALSE,NA,"1236346737280708608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vEq2n4NA3sszUta",1750,TRUE,FALSE,NA,NA
"1253","RT @pbhushan1: Anil Ambani (of Rafale fame) &amp; Subhash Chandra (of Sudhir Chowdhury fame) were among the biggest dubious groups to whom larg…",FALSE,0,NA,2020-03-07 17:43:26,FALSE,NA,"1236346735724646400",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SaadhuC",1750,TRUE,FALSE,NA,NA
"1254","RT @TheDeshBhakt: Is #YesBank just a teaser of things to come?
Have long ignored #NPAs finally come home to roost?
Will the situation turn…",FALSE,0,NA,2020-03-07 17:43:22,FALSE,NA,"1236346718892863489",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","chaynika89",558,TRUE,FALSE,NA,NA
"1255","RT @vinodkapri: Friends of Modi on #YesBank list https://t.co/pRcEgzq9oW",FALSE,0,NA,2020-03-07 17:43:21,FALSE,NA,"1236346715021557760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","StylerJack",42,TRUE,FALSE,NA,NA
"1256","RT @arpan378: #Yes_Bank
""History will be kind to me""He said
Under his PM ship  there were NO 
* Hindu Muslim riots 
* Economic Crisis 
* Co…",FALSE,0,NA,2020-03-07 17:43:19,FALSE,NA,"1236346704821026816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ruchi38923345",102,TRUE,FALSE,NA,NA
"1257","RT @Sanju_Verma_: #YesBank was set up in 2003-04,with @INCIndia making regular phone calls to bankers like #RanaKapoor,to give loans to #Co…",FALSE,0,NA,2020-03-07 17:43:18,FALSE,NA,"1236346701289377792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PrasadKarwa",3890,TRUE,FALSE,NA,NA
"1258","RT @pbhushan1: Modi gives a lecture today on ""New Metrics,New Narrative"" in Global Business Summit sponsored by #YesBank.After allowing the…",FALSE,0,NA,2020-03-07 17:43:15,FALSE,NA,"1236346688421400576",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","tausifranu",215,TRUE,FALSE,NA,NA
"1259","RT @Piya_Singh9: And @YESBANK was in touch with customers! Giving loans like crazy! https://t.co/TW0GrvByY2",FALSE,0,NA,2020-03-07 17:43:11,FALSE,NA,"1236346672508108800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Karthik29833821",3,TRUE,FALSE,NA,NA
"1260","RT @India_Awakened: Imagine being someone who banks with #YesBank,had a HomeLoan from DHFL,a real estate investment in a company with IL&amp;FS…",FALSE,0,NA,2020-03-07 17:43:06,FALSE,NA,"1236346652593516545",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KameshShivhare3",2,TRUE,FALSE,NA,NA
"1261","RT @Sanju_Verma_: #LoanBook grew solidly,but so did #DepositBook,so it is silly to blame Loan growth for #YesBank's problems

Deposit Book…",FALSE,0,NA,2020-03-07 17:43:04,FALSE,NA,"1236346641998680064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dhruvalp3",201,TRUE,FALSE,NA,NA
"1262","@sksoni10 @_Mukul @DasShaktikanta @rkumar1958 @nsitharaman @pk63 @PMOIndia @FinMinIndia @RBI @YESBANK Please do not… https://t.co/42X5QWEddu",FALSE,0,"sksoni10",2020-03-07 17:43:01,TRUE,"1236258944969887746","1236346631978549248","122593119","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","envyk_blr",0,FALSE,FALSE,NA,NA
"1263","RT @NH_India: #Maharashtra Congress spokesperson Sachin Sawant alleged that this shows #PMModi and Union Home Minister #AmitShah were worri…",FALSE,0,NA,2020-03-07 17:42:59,FALSE,NA,"1236346622411526145",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","InvestMENA",30,TRUE,FALSE,NA,NA
"1264","RT @bharat_builder: I talked with my ex Relationship Manager of #YesBank. He said that investors were ready to invest but Modi stopped them…",FALSE,0,NA,2020-03-07 17:42:46,FALSE,NA,"1236346568158126081",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yasser_riyaz",72,TRUE,FALSE,NA,NA
"1265","@YESBANK pls activate net banking or other atm withdrawal at least we withdrawal 50000 rs to avoid standing in line",FALSE,0,"YESBANK",2020-03-07 17:42:45,FALSE,NA,"1236346561073987588","41994925","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NareshK40164460",0,FALSE,FALSE,NA,NA
"1266","RT @anishteli: A sane and sensible response to a serious issue. Most others can’t think beyond tell SBI to just put in the money and protec…",FALSE,0,NA,2020-03-07 17:42:40,FALSE,NA,"1236346542501453824",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","passivefool",2,TRUE,FALSE,NA,NA
"1267","RT @Biggest_Polls: #ActorsPremiereLeague 

Group - A

Match - 7 ( #ThalapathyVijay vs #RamCharan )

#SeethaRAMaRajuCHARAN #RAMCHARANBdayMon…",FALSE,0,NA,2020-03-07 17:42:37,FALSE,NA,"1236346527892877312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VP4162",484,TRUE,FALSE,NA,NA
"1268","@pvsubramanyam @YESBANK P Mondal was smart too to move out when Ravneet Gill joined",FALSE,2,"pvsubramanyam",2020-03-07 17:42:34,FALSE,"1236165587723677697","1236346515632713728","36271552","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","datta_arvind",0,FALSE,FALSE,NA,NA
"1269","RT @pbhushan1: Anil Ambani (of Rafale fame) &amp; Subhash Chandra (of Sudhir Chowdhury fame) were among the biggest dubious groups to whom larg…",FALSE,0,NA,2020-03-07 17:42:31,FALSE,NA,"1236346504102764546",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","preetgrewalgill",1750,TRUE,FALSE,NA,NA
"1270","RT @sanjeev_goyal: Adani Closed his accounts with YES bank last month.
Gujrat Govt bodies took out thier money from #YesBank just 2 days ag…",FALSE,0,NA,2020-03-07 17:42:29,FALSE,NA,"1236346495277785088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GLokesh22",1328,TRUE,FALSE,NA,NA
"1271","RT @pbhushan1: Anil Ambani (of Rafale fame) &amp; Subhash Chandra (of Sudhir Chowdhury fame) were among the biggest dubious groups to whom larg…",FALSE,0,NA,2020-03-07 17:42:26,FALSE,NA,"1236346484502736896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tanvirindian1",1750,TRUE,FALSE,NA,NA
"1272","RT @pbhushan1: YesBank's huge loans were to Cos that had already gamed the PSU banking system&amp;run up a massive debt which they were struggl…",FALSE,0,NA,2020-03-07 17:42:26,FALSE,NA,"1236346481986191360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","softsto38135836",336,TRUE,FALSE,NA,NA
"1273","RT @SandipGhose: If #Congress really believes #BJP is the root of all evil and Congress has all the right answers - it should focus on reso…",FALSE,0,NA,2020-03-07 17:42:23,FALSE,NA,"1236346470569111553",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","psychiatrycal",2,TRUE,FALSE,NA,NA
"1274","RT @Sanju_Verma_: BIG--Look out circular issued against #RanaKapoor&amp;his wife #BinduKapoor,to prevent them from leaving the country

ED,unra…",FALSE,0,NA,2020-03-07 17:42:19,FALSE,NA,"1236346456002396160",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","rameshbobbu",505,TRUE,FALSE,NA,NA
"1275","RT @Sanju_Verma_: #SBI to pick 49% stake in #YesBank for just Rs 2450 Cr

48 hours back,49% stake would have cost Rs11760 Cr---Great for SB…",FALSE,0,NA,2020-03-07 17:42:18,FALSE,NA,"1236346448083423232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","subh851",309,TRUE,FALSE,NA,NA
"1276","RT @TheDeshBhakt: - What led to the #YesBankCrisis?
- How big is this mess?
- Why NPAs are crippling our banking sector? 
- Where did #YesB…",FALSE,0,NA,2020-03-07 17:42:17,FALSE,NA,"1236346445885632512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AtharavTekam",561,TRUE,FALSE,NA,NA
"1277","RT @Nehr_who: Achievements of Nirmla Sitharman

- Air India &amp; BPCL Sold
- MTNL &amp; BSNL Sold
- PMC &amp; YesBank crisis
- Auto Sector Slowdown
-…",FALSE,0,NA,2020-03-07 17:42:11,FALSE,NA,"1236346420162150400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","paramdaknowhow",2380,TRUE,FALSE,NA,NA
"1278","RT @ndtv: The #YesBank crisis: Who is responsible? 

Chief Economist of Care Ratings, Madan Sabnavis, on #BigFight.

#YesBankCrisis https:/…",FALSE,0,NA,2020-03-07 17:42:09,FALSE,NA,"1236346410179543040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ModicareR",22,TRUE,FALSE,NA,NA
"1279","RT @JayasreeVijayan: ""History will be kind to me"" said a prime minister 

Under his PM ship  there were NO 

* Hindu Muslim riots 
* Econom…",FALSE,0,NA,2020-03-07 17:42:08,FALSE,NA,"1236346409164533760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Irram_irram",1231,TRUE,FALSE,NA,NA
"1280","RT @ManiSan52335150: Yes Bank's willful defaulters

Adani Group - 14,730 crore
Ambani Group - 14,330 crore
Vedanta Group - 11,000 crore abo…",FALSE,0,NA,2020-03-07 17:42:08,FALSE,NA,"1236346405788119040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","philip_finney",872,TRUE,FALSE,NA,NA
"1281","RT @India_Awakened: Imagine being someone who banks with #YesBank,had a HomeLoan from DHFL,a real estate investment in a company with IL&amp;FS…",FALSE,0,NA,2020-03-07 17:42:05,FALSE,NA,"1236346395965173761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","msirsiwal",2,TRUE,FALSE,NA,NA
"1282","RT @the_hindu: The government and #RBI didn’t bother to read the balance sheet of #YesBank, former FM #PChidambaram said pointing out to th…",FALSE,0,NA,2020-03-07 17:42:04,FALSE,NA,"1236346390323888129",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ramana_Avvari",63,TRUE,FALSE,NA,NA
"1283","RT @Sanju_Verma_: .@narendramodi does what he does

What an outstanding move,wasting no time&amp;restoring faith in India's financial system--o…",FALSE,0,NA,2020-03-07 17:42:02,FALSE,NA,"1236346383520509953",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheSanghiGuy",110,TRUE,FALSE,NA,NA
"1284","RT @Sanju_Verma_: Pls do not compare #YesBank with #IDBIBank

Yes Bank's deposit base of Rs 2.1 lakh crore as of Sep 2019, Tier 1 #CAR of 1…",FALSE,0,NA,2020-03-07 17:42:02,FALSE,NA,"1236346383046565888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rajendr76194898",36,TRUE,FALSE,NA,NA
"1285","India's Fool #3 Spotted!
Sircar you gottu learn Banking &amp; Finance. Open @YESBANK history since inception, how many… https://t.co/jWyjJEmy5C",FALSE,27,NA,2020-03-07 17:42:02,TRUE,NA,"1236346381859606529",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mesunainah",8,FALSE,FALSE,NA,NA
"1286","RT @amamsshah: A message that Adani Gas consumers received on February 25, 2020. Did .@AdaniOnline know something about .@YESBANK that the…",FALSE,0,NA,2020-03-07 17:41:59,FALSE,NA,"1236346371822641152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","saurabhgpanchal",1077,TRUE,FALSE,NA,NA
"1287","Dear @airtelindia your network becoming very worst now days . Hope so your condition will not be like yesbank. @Airtel_Presence",FALSE,0,NA,2020-03-07 17:41:59,FALSE,NA,"1236346370656620544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Indiancitizenz",0,FALSE,FALSE,NA,NA
"1288","I've loved your services as a credit card holder, hope you will stand back and this time much stronger @YESBANK
#Yes_Bank",FALSE,0,NA,2020-03-07 17:41:59,FALSE,NA,"1236346368995680256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prahladagarwal",0,FALSE,FALSE,NA,NA
"1289","RT @Sanju_Verma_: BIG--Look out circular issued against #RanaKapoor&amp;his wife #BinduKapoor,to prevent them from leaving the country

ED,unra…",FALSE,0,NA,2020-03-07 17:41:58,FALSE,NA,"1236346365979947009",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kishkinde",505,TRUE,FALSE,NA,NA
"1290","A sane and sensible response to a serious issue. Most others can’t think beyond tell SBI to just put in the money a… https://t.co/SPn0Dq9UbL",FALSE,9,NA,2020-03-07 17:41:50,TRUE,NA,"1236346330626150400",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","anishteli",2,FALSE,FALSE,NA,NA
"1291","RT @Sanju_Verma_: .@narendramodi does what he does

What an outstanding move,wasting no time&amp;restoring faith in India's financial system--o…",FALSE,0,NA,2020-03-07 17:41:49,FALSE,NA,"1236346328440922113",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OurHistoryIsUs",110,TRUE,FALSE,NA,NA
"1292","#yesbankcrisis #YesBankFraud #YesBank it is the failure of @theicaibos #Auditors, failure of @RBI failure of… https://t.co/n7yt8uFmvm",FALSE,0,NA,2020-03-07 17:41:47,TRUE,NA,"1236346320664723456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Montygrover",0,FALSE,FALSE,NA,NA
"1293","RT @Cheatedbuyer: Almost everyone in stock market was speculating from last 1 year that #YesBank will blowup. 
Forget @RanaKapoor_ , new ma…",FALSE,0,NA,2020-03-07 17:41:42,FALSE,NA,"1236346296740376576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nktaori",2,TRUE,FALSE,NA,NA
"1294","RT @Sanju_Verma_: BIG--Look out circular issued against #RanaKapoor&amp;his wife #BinduKapoor,to prevent them from leaving the country

ED,unra…",FALSE,0,NA,2020-03-07 17:41:38,FALSE,NA,"1236346283322818561",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AvengersFan2908",505,TRUE,FALSE,NA,NA
