"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"34","Samsung's first-gen Galaxy Buds are down to their lowest price *ever* https://t.co/xRbXOYpown",FALSE,0,NA,2020-02-26 16:59:29,FALSE,NA,"1232711795355377664",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AllDigital_",0,FALSE,FALSE,NA,NA
"35","@Cr4shN @iancassel @felker_josh The best companies are those that practice USP. Even a variety retail like Walmart… https://t.co/C41RaR8scU",FALSE,0,"Cr4shN",2020-02-26 16:59:29,TRUE,"1232301493388107776","1232711794340265984","1054100698625798144","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DHANISHTA_4ALL",0,FALSE,FALSE,NA,NA
"36","RT @Sandra_Cox: https://t.co/D8p6o9Vf0c
“Do you believe in vampires?”
“If you don’t want to talk about it you could have just said so.” He…",FALSE,0,NA,2020-02-26 16:59:27,FALSE,NA,"1232711787251949568",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Amber69Skye",1,TRUE,FALSE,NA,NA
"37","RT @JessSFrankel: A disabled teen, his girlfriend, and a visitor from a parallel Earth end up battling two super-villains in search of the…",FALSE,0,NA,2020-02-26 16:59:27,FALSE,NA,"1232711785712672768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alicerauthor",8,TRUE,FALSE,NA,NA
"38","A convenient place to start reading #naturistfiction 
or a very light happy series of stories.… https://t.co/3b7pSI9zJZ",FALSE,0,NA,2020-02-26 16:59:26,TRUE,NA,"1232711784865370112",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Mr_Ted_Bun",0,FALSE,FALSE,NA,NA
"39","RT @NorfolkMagic79: 'Barking Up the Wrong Tree'
New release on amazon.
It's amusing and romantic # boozy and entertaining # with a hint of…",FALSE,0,NA,2020-02-26 16:59:25,FALSE,NA,"1232711781065183232",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","IreneWoodbury",1027,TRUE,FALSE,NA,NA
"40","A house is not a home unless it contains food and fire for the mind as well as the body. - Benjamin Franklin quote… https://t.co/8wq7ohpwAr",FALSE,0,NA,2020-02-26 16:59:25,TRUE,NA,"1232711779849031680",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","ZiaWestfield",0,FALSE,FALSE,NA,NA
"41","Just saw this on Amazon: Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5"" 7mm (0.28"")… https://t.co/27c6IjHs58",FALSE,0,NA,2020-02-26 16:59:25,TRUE,NA,"1232711779622543362",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","OnlineD58433558",0,FALSE,FALSE,NA,NA
"42","RT @ElizStJohn: ""Innocent romance and bleak deception creates a believable heroine and an intriguing plot.""
- Historical Novel Society

Fig…",FALSE,0,NA,2020-02-26 16:59:25,FALSE,NA,"1232711778972438529",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CAASBREY",30,TRUE,FALSE,NA,NA
"43","RT@AMZ0NE Get it now! <U+27A1>https://t.co/gZdbU6u4oY https://t.co/9XjYooaJC4 #YA #Ebooks
^|",FALSE,0,NA,2020-02-26 16:59:24,FALSE,NA,"1232711775772192768",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","AMZ0NE",0,FALSE,FALSE,NA,NA
"44","RT @_JulieMHoward: 5 stars: ""Wild Crime is one of the best mysteries I’ve read in a long time."" Start the series with Crime and Paradise, 9…",FALSE,0,NA,2020-02-26 16:59:24,FALSE,NA,"1232711773880369152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","marietuhart",14,TRUE,FALSE,NA,NA
"45","Can't Buy Me Love, Pez Outlaw. #Disney #Apple #Amazon #Netflix  https://t.co/aDojIPcW7n",FALSE,0,NA,2020-02-26 16:59:23,FALSE,NA,"1232711772915806210",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pezoutlaw",0,FALSE,FALSE,NA,NA
"46","RT@AmazngAuthors A young reporter battles depression &amp; obsessive love in UKRAINIAN NIGHTS. Buy it now! <U+27A1>… https://t.co/EklVpOUkXe",FALSE,0,NA,2020-02-26 16:59:23,TRUE,NA,"1232711771393347584",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","AmazngStories",0,FALSE,FALSE,NA,NA
"47","Historical novel infused with music, art, and romance #history #romance https://t.co/XflUZcEYyl <U+27A1> https://t.co/aQ1RTzMOei",FALSE,0,NA,2020-02-26 16:59:23,FALSE,NA,"1232711770424455169",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","CalatayudStocks",0,FALSE,FALSE,NA,NA
"48","RT @SethAbramson: The thesis of PROOF OF CONSPIRACY.

Proven across 4,300+ citations.

Now BREAKING NEWS... six months later.

You can read…",FALSE,0,NA,2020-02-26 16:59:23,FALSE,NA,"1232711770051162115",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","C2_ShiningC",308,TRUE,FALSE,NA,NA
"49","RT @JenniferFaye34: 4 days until...
The #Prince <U+0001F451> and the #Wedding Planner <U+0001F490>
A Diary
A Will
A Summer To Remember
PRINT https://t.co/sAGprcs…",FALSE,0,NA,2020-02-26 16:59:23,FALSE,NA,"1232711768868147200",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","VictoriaSimcox",18,TRUE,FALSE,NA,NA
"50","You can get free gift cards for Amazon, PayPal and more with @FeaturePoints. Use my link for 50 bonus points:… https://t.co/HVkWVgIG2E",FALSE,0,NA,2020-02-26 16:59:21,TRUE,NA,"1232711762216181761",NA,"<a href=""https://featurepoints.com/share"" rel=""nofollow"">FeaturePoints</a>","hasanul_hoq",0,FALSE,FALSE,NA,NA
"51","It's now here!! Part One – PRINCE OF THE BLOOD - TRANSFORMATION - Now at #AMAZON https://t.co/BeAGd2vuAv",FALSE,0,NA,2020-02-26 16:59:20,FALSE,NA,"1232711759036919809",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","MichaelEging",0,FALSE,FALSE,NA,NA
"52","RT @Mase_Corgan: ""Big Blue: Juggs of Justice"" The Complete Graphic Novel is NOW available on Amazon's @comiXology .  

https://t.co/19KOvjY…",FALSE,0,NA,2020-02-26 16:59:20,FALSE,NA,"1232711758957174787",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CabreraColor",2,TRUE,FALSE,NA,NA
"53","The month of May has come, when every lusty heart beginneth to blossom, and to bring forth fruit. 
UNBRIDLED… https://t.co/C8PvIL12gv",FALSE,0,NA,2020-02-26 16:59:20,TRUE,NA,"1232711758235734022",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","aharemboysaga",0,FALSE,FALSE,NA,NA
"54","RT @karenyhan: every other action scene can kiss my ass, the train chase in WALLACE AND GROMIT IN THE WRONG TROUSERS is the best action sce…",FALSE,0,NA,2020-02-26 16:59:20,FALSE,NA,"1232711757233180673",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Codemdrim",157,TRUE,FALSE,NA,NA
"55","RT @PaigeandJake: FREE thru 2/25! Laissez les bon temps rouler! One senior sleuth, one Yorkie, one dead body, and a gumbo of interconnected…",FALSE,0,NA,2020-02-26 16:59:20,FALSE,NA,"1232711756948090881",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MariaGa91000049",4,TRUE,FALSE,NA,NA
"56","Heavily discounted version on Kindle: Sun Position ---&gt; https://t.co/jlZDiVBTb3 #amazon #programming technical book  #alternative-energy",FALSE,0,NA,2020-02-26 16:59:20,FALSE,NA,"1232711756285345794",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","books2believein",0,FALSE,FALSE,NA,NA
"57","RT @WildRosePress: Fate offers no mercy. Especially not to those who betray her. In a twisted battle of loyalty, trust and hope, what price…",FALSE,0,NA,2020-02-26 16:59:19,FALSE,NA,"1232711755157188608",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TGrahamWriter",23,TRUE,FALSE,NA,NA
"58","<U+0001F4B5><U+0001F4B0>
 
#Nike Baby Onesie for $17.50!!
(50% off!!)

 #Deal #ganga

 https://t.co/a5v0v4C78q https://t.co/C7hzxHwtfC",FALSE,0,NA,2020-02-26 16:59:19,FALSE,NA,"1232711753336786948",NA,"<a href=""https://cooldeal.casa"" rel=""nofollow"">scal.club</a>","CoolDealCA",0,FALSE,FALSE,NA,NA
"59","RT @ANALOG_IAS: We are back with an amazing #Contest where you will get a chance to win Amazon Vouchers worth Rs 3000!
 Retweet and Invite…",FALSE,0,NA,2020-02-26 16:59:18,FALSE,NA,"1232711751700893696",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nekkantitsayz",65,TRUE,FALSE,NA,NA
"60","RT @SethAbramson: The thesis of PROOF OF CONSPIRACY.

Proven across 4,300+ citations.

Now BREAKING NEWS... six months later.

You can read…",FALSE,0,NA,2020-02-26 16:59:18,FALSE,NA,"1232711750665064453",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sew92241",308,TRUE,FALSE,NA,NA
"61","RT @jinxschwartz: FREE! FEB 26, ONLY. BOOK 7 in the award-winning Hetta Coffey series. Hetta's caught between the devil and the deep blue S…",FALSE,0,NA,2020-02-26 16:59:18,FALSE,NA,"1232711749888929796",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DebsNovels",23,TRUE,FALSE,NA,NA
"62","@morganhousel Ordered. You should have a book event in Seattle. Possibly a fireside chat at Amazon HQ?",FALSE,0,"morganhousel",2020-02-26 16:59:18,FALSE,"1232335293832933376","1232711749226250240","284278132","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","oleary_brandon",0,FALSE,FALSE,NA,NA
"63","RT @ishafoundation: Exciting news! Death: An Inside Story, @SadhguruJV's latest book, is so popular that @PenguinIndia is going for a secon…",FALSE,0,NA,2020-02-26 16:59:17,FALSE,NA,"1232711747292758016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mamathaguru08",163,TRUE,FALSE,NA,NA
"64","RT @SethAbramson: The thesis of PROOF OF CONSPIRACY.

Proven across 4,300+ citations.

Now BREAKING NEWS... six months later.

You can read…",FALSE,0,NA,2020-02-26 16:59:17,FALSE,NA,"1232711746919505920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bellathaball",308,TRUE,FALSE,NA,NA
"65","RT @HistoryInbooks: They Laughed at Galileo: How the Great Inventors Proved Their Critics Wrong by Albert Jack
https://t.co/YP0Ppnvw49",FALSE,0,NA,2020-02-26 16:59:17,FALSE,NA,"1232711746621755392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jdstanleywrites",138,TRUE,FALSE,NA,NA
"66","Masquerade by Julia Harrison https://t.co/cF0KRUFFnT via @amazon

Richmond, 1844. Clara is trying to fit in with th… https://t.co/V9lMUDs4Ib",FALSE,0,NA,2020-02-26 16:59:17,TRUE,NA,"1232711745283776513",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JunieBlue2",0,FALSE,FALSE,NA,NA
"67","I Love To Write: Bright Colorful Cars Notebook Journal for Boys to Learn To W... https://t.co/QFy5COIxkB via @amazon",FALSE,0,NA,2020-02-26 16:59:17,FALSE,NA,"1232711744541413376",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DogCareDenn",0,FALSE,FALSE,NA,NA
"68","RT @judehaste_write: #Free #Preview <U+26A1><U+FE0F> Romantic Comedy Novella <U+26A1><U+FE0F> https://t.co/peA9iKrbPr #Shoutout #eBooksForAll #love #style  #London #uk…",FALSE,0,NA,2020-02-26 16:59:16,FALSE,NA,"1232711742913904642",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","judehaste_write",1122,TRUE,FALSE,NA,NA
"69","@philwinkle @chasewreeves @western_rise @WOOLandPRINCE @duerperformance One of my cheapest life hacks: $3/pair. The… https://t.co/VgSUzMH9nx",FALSE,0,"philwinkle",2020-02-26 16:59:16,TRUE,"1232708625438855168","1232711742758604800","30967930","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fredperrotta",0,FALSE,FALSE,NA,NA
"70","RT @PaigeandJake: The holidays are over, but how about your sweet tooth? 100+ recipes! Double Chocolate Walnut Brownies! Spiced Apple Cooki…",FALSE,0,NA,2020-02-26 16:59:16,FALSE,NA,"1232711742247096327",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MariaGa91000049",0,TRUE,FALSE,NA,NA
"71","RT @dinfomall: #shop #coffee #amazon #gamedev #discount #deal #indiedev #romance Today's Deal! https://t.co/hdAYYueQPx",FALSE,0,NA,2020-02-26 16:59:15,FALSE,NA,"1232711735867531265",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","sushmitakumar7",1,TRUE,FALSE,NA,NA
"72","RT @winterschild11: ~What Makes a Family?~ Four families who stand together through tragedy, loss, and life know what family truly means. F…",FALSE,0,NA,2020-02-26 16:59:14,FALSE,NA,"1232711734890201089",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Therealroland02",529,TRUE,FALSE,NA,NA
"73","RT @wilaroney: ""An extraordinary work of historical fiction. One word: WOW."" The Girl from Oto. https://t.co/ZXtmdT0hOA #historicalfiction…",FALSE,0,NA,2020-02-26 16:59:14,FALSE,NA,"1232711731669094401",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CAASBREY",266,TRUE,FALSE,NA,NA
"74","RT @AliceLBronte: @ThorntonGibsonK Mostly narrative
Mostly rhyming
Mostly Horror
Often erotic
All Poetry

'FASCINATE Twisted Poems For The…",FALSE,0,NA,2020-02-26 16:59:14,FALSE,NA,"1232711731400642562",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr_Demental",1,TRUE,FALSE,NA,NA
"75","RT @teresareasor: RT@teresareasor 
Release Date for Building Strength is right around the corner. March 17th! St. Patrick's Day. 
#Military…",FALSE,0,NA,2020-02-26 16:59:13,FALSE,NA,"1232711730205249536",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Lazlo_F",3,TRUE,FALSE,NA,NA
"76","RT @CSalem11: It’s love at first sight when Tamar meets Rusty–the newest resident at the local animal shelter. Could the sweet dog drag Han…",FALSE,0,NA,2020-02-26 16:59:13,FALSE,NA,"1232711729093763073",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MariaGa91000049",1,TRUE,FALSE,NA,NA
