"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"67","@TheBrockle We love your tweet! Mind if we use it? For more info, https://t.co/gILEtoeDmc . If it sounds good, reply with #YouBet !",FALSE,0,"TheBrockle",2020-02-01 03:03:15,FALSE,"1220195546679390208","1223441653978894337","1710885433","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","amazon",0,FALSE,FALSE,NA,NA
"68","@mncaulder <U+0001F3DC><U+FE0F> We're happy we could help! We hope you have a great trip! <U+0001F3DC><U+FE0F>",FALSE,6,"mncaulder",2020-01-30 03:32:50,FALSE,"1222674813937954816","1222724322172772352","718119961659465728","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","amazon",0,FALSE,FALSE,NA,NA
"69","From the medieval times to the wild west, what did we do #BeforeAlexa? Watch now and vote for your favorite ad on A… https://t.co/fFScKyYiRZ",FALSE,729,NA,2020-01-29 21:35:43,TRUE,NA,"1222634450355458049",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","amazon",277,FALSE,FALSE,NA,NA
"70",".@TheEllenShow, we like where your head’s at. Watch the big game on 02.02.20 to find out what we did #BeforeAlexa… https://t.co/KsQnsnZ4PA",FALSE,198,NA,2020-01-27 19:45:23,TRUE,NA,"1221881911745957888",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","amazon",34,FALSE,FALSE,NA,NA
"71","@AndrewFeinberg Is this Corgi part retriever? Talk about one of a kind  unique delivery! ^DJ",FALSE,4,"AndrewFeinberg",2020-01-26 18:03:00,FALSE,"1221487328868347904","1221493756354072577","2249531","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","amazon",1,FALSE,FALSE,NA,NA
"72","@T3ddyJ0nes You're very welcome! We're happy to hear you received the item. Thanks for the shout out. <U+0001F60D><U+0001F60A>",FALSE,8,"T3ddyJ0nes",2020-01-26 17:26:00,FALSE,"1221480586205941761","1221484444529373185","1441820954","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","amazon",0,FALSE,FALSE,NA,NA
"73","@Jessica77077580 Thanks for sharing this with us. We absolutely love it! He has some amazing skills. <U+0001F60D><U+0001F60A>",FALSE,3,"Jessica77077580",2020-01-26 17:17:25,FALSE,"1221467767699800064","1221482283942760448","1212800224978075648","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","amazon",0,FALSE,FALSE,NA,NA
"74","Wait, who’s Alessa? Watch the big game on 02.02.20 to find out what we did #BeforeAlexa https://t.co/8HzjrkaDvy https://t.co/FMkZzKx7VY",FALSE,191,NA,2020-01-26 17:00:35,FALSE,NA,"1221478047800614912",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","amazon",35,FALSE,FALSE,NA,NA
"75","Tired of Alexine’s jokes about harpischords and crossbows? Watch the big game on 02.02.20 to find out what we did… https://t.co/1BrYWWT6BA",FALSE,104,NA,2020-01-25 17:00:15,TRUE,NA,"1221115575667167239",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","amazon",25,FALSE,FALSE,NA,NA
"76","@bdoerfler2 <U+2764><U+FE0F>",FALSE,4,"bdoerfler2",2020-01-24 22:46:43,FALSE,"1220709985308549127","1220840378665852928","2356731433","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","amazon",0,FALSE,FALSE,NA,NA
"77","@UtubeToysReview We're feeling the love! Thanks for being such a great member of our community <U+2764><U+FE0F>",FALSE,1,"UtubeToysReview",2020-01-24 22:15:27,FALSE,"1220799075882340362","1220832511401422848","521753439","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","amazon",0,FALSE,FALSE,NA,NA
"78","@HorrorLuver75 We're so appreciative of you...and we're not clowning around!",FALSE,2,"HorrorLuver75",2020-01-24 22:14:38,FALSE,"1220743231362736128","1220832304471261185","912892114807255040","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","amazon",1,FALSE,FALSE,NA,NA
"79","@bigmacdturtle You're turtle-y awesome!",FALSE,2,"bigmacdturtle",2020-01-24 22:14:17,FALSE,"1220748223096270848","1220832219578519552","943288825505345536","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","amazon",0,FALSE,FALSE,NA,NA
"80","@KahapeaTiffany All eyes on you!",FALSE,2,"KahapeaTiffany",2020-01-24 22:11:58,FALSE,"1220714563340865536","1220831637132345345","1219841024039645185","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","amazon",1,FALSE,FALSE,NA,NA
"81","@MarisCuteBunny We're celebrating you today!",FALSE,1,"MarisCuteBunny",2020-01-24 22:11:34,FALSE,"1220751444900487174","1220831534141149184","867528637913767936","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","amazon",0,FALSE,FALSE,NA,NA
"82","@StellasWonder Keep on shining bright! <U+0001F49B>",FALSE,0,"StellasWonder",2020-01-24 22:11:09,FALSE,"1220801725545828354","1220831429635919873","728083327127691265","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","amazon",1,FALSE,FALSE,NA,NA
"83","@BreezyCPL What a smile!",FALSE,1,"BreezyCPL",2020-01-24 22:09:58,FALSE,"1220759159315943424","1220831132674977792","1105458330","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","amazon",0,FALSE,FALSE,NA,NA
"84","@LinkedIn **smashes accept button** <U+0001F917> https://t.co/bx5LUSAuml",FALSE,10,"LinkedIn",2020-01-24 21:34:50,FALSE,"1220814927201521664","1220822292403326976","13058772","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","amazon",0,FALSE,FALSE,NA,NA
"85","@aligriffs Let's dance! <U+2764><U+FE0F>",FALSE,2,"aligriffs",2020-01-24 21:30:09,FALSE,"1220709926621892608","1220821113459994624","184139290","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","amazon",0,FALSE,FALSE,NA,NA
"86","@Wix You make our world go round! <U+2764><U+FE0F><U+0001F30E>",FALSE,0,"Wix",2020-01-24 21:29:27,FALSE,"1220809751317164032","1220820934090608640","6608082","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","amazon",0,FALSE,FALSE,NA,NA
